audio_path,Korean_transcript
st_set3_collectorgs212_speakergs2620_35_6.wav,돼지 머리 갖다 놓고 굿판 벌리면 동네 사람들 쭉 와가 기경도 하고 그래씹니더
st_set3_collectorgs183_speakergs3064_53_8.wav,지금 얼렁 밥쌍부텀 채릴 테니까 배가 고프더라도 조금만 차므시소
st_set3_collectorgs212_speakergs1976_66_8.wav,휴가 때만 되마 사람들이 여기에 놀러와가 씨레기를 내삐리이꺼네 언선시럽따
st_set3_collectorgs233_speakergs2287_51_11.wav,우리 어무이는 솜씨가 조아가 옷도 잘 맹글고 음식도 맏깔나그로 했습니다
st_set3_collectorgs161_speakergs1066_3_8.wav,비단을 어떻게 짜는지 그 과정을 한번 좀 말씀해 주시렵니까
st_set3_collectorgs233_speakergs4169_71_7.wav,피가 안멈추고 이러코롬 계속 나면 병원에 가봐야 하는 거 아인교
st_set3_collectorgs233_speakergs2656_78_17.wav,씨래기를 새끼에 음 영 여까서 여까서 말려 놓았다가 난중에 국 끓일 때 여어가 무그만 맛이 맛이 이써예
st_set3_collectorgs233_speakergs2287_105_13.wav,배치 한 포기 키우는 것도 이러쿠럼 이러쿠럼 힘든디 어무이는 우예 펭생 농새 농사를 짓고 살았을라
st_set3_collectorgs187_speakergs3041_85_8.wav,여름철에는 모든 음식을 잘 이카 무꼬 물도 꼭 끼리 것만 드셔야 데예
st_set3_collectorgs187_speakergs3041_73_7.wav,게우레는 주적삼 안에 소게뭉치기 여코 꼬매가 이번니다
st_set3_collectorgs219_speakergs3680_68_6.wav,여기는 촌 구석이라 빙워네 갈라꼬 하면 차를 타고 한참을 나가야 대니더
st_set3_collectorgs198_speakergs1457_53_8.wav,지금 얼릉 밥상부터 채릴테니께네 배가 고프더라도 조금만 참으이소.
st_set3_collectorgs183_speakergs3671_51_9.wav,우리 어무이는 솜씨가 조아가 옷도 잘 맹글고 음식도 맛깔나게 해심니다
st_set3_collectorgs233_speakergs3921_25_14.wav,처음 시집 왔을 때 생선국을 보고 이거 비렁내가 나가 우예 무글지 걱쩡핸니더
st_set3_collectorgs198_speakergs1332_11_16.wav,마다를 계속 관리해야지 안 그러모 금새 잡초가 자래가 엉망이 데요 
st_set3_collectorgs183_speakergs2074_99_9.wav,옛날부터 조상꿈이나 돼지꿈 꿈은 집에 돈 들어온다고 좋아했지요
st_set3_collectorgs184_speakergs1157_46_7.wav,남자들은 농악도 하고 씨름도 하고 여자들은 강강수월래 하면서 노라찌로
st_set3_collectorgs233_speakergs3719_10_7.wav,어끼가 뻐근한디 얼음 찔 좀 하구로 냉장고에 얼음 좀 꺼내 도래이
st_set3_collectorgs183_speakergs3671_70_10.wav,알라가 어제부터 열이 안 떨어지는데 이러다 킬 나는 거 애인지 모리겓따
st_set3_collectorgs185_speakergs2007_38_12.wav,평생을 농사만 지었으니 허리가 굳어져서 구펴가 인자는 똑바로 걷기가 어렵다
st_set3_collectorgs195_speakergs1277_43_10.wav,베를 짜다가 줄이 터져 삐만 끊어진 데를 마카 이사가 다시 짜야 합니데이
st_set3_collectorgs185_speakergs3819_37_7.wav,무리에 물리면 병원에 가야 되는데 된장 같은 거 마음대로 바리면 큰일 난대이
st_set3_collectorgs198_speakergs1457_26_10.wav,밀감이 너무 새거로워서 몬 묵껜는디 냉장고에 다린 가일 이쓰만 좀 내 올래
st_set3_collectorgs184_speakergs1028_74_6.wav,지금 안개도 짙고 배가 노파가 배가 만케 못 댄긴다고 하대예
st_set3_collectorgs212_speakergs2121_99_5.wav,옛날부터 조상 꿈이나 돼지 꿈꾸면 집에 돈 들어온다고 조아해찌로
st_set3_collectorgs198_speakergs1907_0_9.wav,친정 동네하고 이 동네하고 차레 지낼 때 상 채리는 건 뭐가 다릅니꺼
st_set3_collectorgs233_speakergs2566_100_11.wav,촌구수기라 젊은 사람은 함 함부레 없고 전부 노인들만 이쓰이꺼네 농사 짓기도 힘들어
st_set3_collectorgs204_speakergs2275_61_14.wav,이 꾸쭉 신은 신은 지 오 년이 지내니께네 굽이 다 딸가가 인자는 내삐리야걷따
st_set3_collectorgs185_speakergs2084_109_9.wav,어무이 지금 차 타고 나가실라꼬 하 하시는데 혹시 읍내로 나가시면 태워 드릴게요
st_set3_collectorgs198_speakergs1264_8_8.wav,비틀로 옷을 만들어가 입으셨다고 캗는디 옷 멩그는 과정을 알레 주실람미꺼
st_set3_collectorgs195_speakergs1277_53_10.wav,지금 얼릉 밥상 부텀 차릴 테이꺼네 배가 고푸더라도 조금만 참으이소 
st_set3_collectorgs161_speakergs1066_85_7.wav,여름철에는 모든 음식을 잘 이카 먹고 물도 꼭 끼린 것만 드셔야 돼
st_set3_collectorgs183_speakergs1458_18_11.wav,도로깨가 꽤나 무거우니까 허리 다칠 수 이쓰니께 타작할 때 살살 뚜드리래이
st_set3_collectorgs212_speakergs2121_90_6.wav,우리 며느리는 농사 일을 잘 못해도 청소 하나는 정강시럽께 잘 하니더
st_set3_collectorgs212_speakergs2542_41_10.wav,자슥들 때문에 열심히 사란는디 인자 자슥드리 이러쿠롬 날 챙겨주니께네 고맙찌로
st_set3_collectorgs195_speakergs1424_80_8.wav,빨리 무그머는 가시카게 되니꺼네 배고파도 찬차니 드시는 거 졷씀니더
st_set3_collectorgs233_speakergs4414_41_11.wav,자슥들 때문에 열심히 살았는데 인자 자식들이 이러쿠럼 잘 아 날 챙겨주니꺼네 고맙찌로
st_set3_collectorgs184_speakergs1157_9_6.wav,게어레 먹을 채소나 과일 같은 것은 오데 보관 핻씀미껴
st_set3_collectorgs195_speakergs1424_76_7.wav,지난주에 상초도 숭카 놔쓰니끼네 사월 초쯤 되면 먹을 수 있을 껍니더
st_set3_collectorgs198_speakergs1537_103_8.wav,올해는 배치 농사가 망후가 짐장을 할라믄 배추를 좀 사가와 담궈야 데겐네
st_set3_collectorgs183_speakergs3858_6_11.wav,삼신할매한테 자식들 공부 잘 하고 가족들 건강하구로 해 달라고 빌었지요
st_set3_collectorgs183_speakergs3671_12_10.wav,옛날에는 묵을 것이 없으니까 겨울에는 고드름도 맛있다고 따 무꼬 그랬지요
st_set3_collectorgs212_speakergs2061_33_12.wav,왜놈들이 쌀을 다 써서 업쓰니께 맨날 꽁보리밥밖에 못 무걷찌로
st_set3_collectorgs233_speakergs4355_105_18.wav,배치 한 포기 키우는 것도 이러쿠럼 힘든디 어무이는 우예 평생 농사를 짓고 살았을까
st_set3_collectorgs25_speakergs1706_101_10.wav,소도 사람매치러 잘 믹이야 근육도 붙고 심도 생겨서 일을 잘하지로
st_set3_collectorgs183_speakergs4410_63_8.wav,나물 무칠 때는 간을 강가무리하구로 맞춰야지 안 그라먼 쓴맛이 나서 안 돼
st_set3_collectorgs161_speakergs1329_108_7.wav,전화를 하고 시펀는디 얘기하는 중간에 전화하러 나오기가 어려워서 집에 전화 모댇씁니다
st_set3_collectorgs25_speakergs2815_3_13.wav,비단을 어 우예 우예 짜는 지 그 과정을 한 번 좀 음 말씀해 주실람니껴
st_set3_collectorgs198_speakergs1477_41_11.wav,자식들 때미네 열심히 사란는디 인자 자슥뜨리 이렇쿠 이러쿠럼 날 챙겨 주이꺼네 고맙지로
st_set3_collectorgs198_speakergs2076_21_7.wav,지진이 일어나면 어떡 책상 밑으로 들가가 멈출 때까지 기다려야 합니데이
st_set3_collectorgs213_speakergs3067_98_13.wav,오늘 중요한 시험 보니께네 이 생엳타고 찹쌀떡 무꼬 심내서 시험 잘 봐래이
st_set3_collectorgs198_speakergs1907_50_8.wav,상 당하면 진하고 일꾼들이 음식도 갈라 무꼬 술도 마시고 그랩니다
st_set3_collectorgs198_speakergs1907_107_12.wav,요새는 세벌이 좋다 조타만 우리 클 때는 하고 싶은 것도 몬 하고 골물이 많았어
st_set3_collectorgs25_speakergs2221_5_9.wav,여유가 있는 사람들은 개아집 지을 때 보통 몇 칸짜리 집을 지얻슴니꺼
st_set3_collectorgs185_speakergs2007_104_7.wav,우리 며느리가 자석들 잘 챙기고 착해가 내가 얼마나 자랑을 하고 댕긴다
st_set3_collectorgs188_speakergs2855_77_8.wav,여기는 시골이라 개통이 좀 불편한디 공기도 깨끗하고 갱치가 참 조아예
st_set3_collectorgs233_speakergs2139_29_14.wav,추석 때 차례 지내면서 조상한테 감사하다고 인사를 잘해야 된대이
st_set3_collectorgs233_speakergs3921_36_12.wav,너 너무 무시 구딩이 어든지 아는 사람들이 다른 집 무시를 빼가기도 해찌로
st_set3_collectorgs233_speakergs3921_88_16.wav,스님이 시주에 오만 마이 몬 드려도 살을 쪼매쓱 담아드리고 그랜니더
st_set3_collectorgs161_speakergs1329_6_11.wav,삼신 할매한테 자식들 공부 잘하고 가족들 건강하그러 해 달라고 빌었지로
st_set3_collectorgs161_speakergs1329_79_5.wav,돼지 잡을 때는 으르니 여럿 붙어야지 안 그러면 힘들어서 못 잡습니다
st_set3_collectorgs183_speakergs2986_50_7.wav,상랑하만 쥐인하고 일꾼들이 음식도 농갈라 무꼬 술도 마시고 그랜니더
st_set3_collectorgs183_speakergs2034_22_12.wav,요새 날씨가 가물어서 농사도 몬 짓고 계속 집에만 읻쓰니께 정말 답답하다
st_set3_collectorgs219_speakergs3007_0_7.wav,친정 동네하고 이 동네하고 차리 지낼 때 상 채리는 건 뭐가 다름니껴
st_set3_collectorgs195_speakergs1950_14_9.wav,밭이 벨로 크지도 않으니께이 카배추보다는 상추 거튼 걸 숨는 기 좋겠네요.
st_set3_collectorgs219_speakergs3451_16_7.wav,산에 가서 조금만 댕겨 보만믄 지패이 만들기 좋은 나무가 천지삐까리시더
st_set3_collectorgs204_speakergs2275_72_12.wav,오새는 에물도 마이 하지만 옛날에 우리 결혼할 때는 생각도 몬 했니더
st_set3_collectorgs184_speakergs1067_35_10.wav,돼지 머리 갖다 놓고 그판 벌리만 동네 사람들 쭉 와가 기갱도 하고 그랬습니다
st_set3_collectorgs213_speakergs3067_57_11.wav,날씨도 좋았고 비도 적땅하구로 왔어 와가 어 밭 농사가 정말 잘 된 편이다
st_set3_collectorgs161_speakergs963_39_7.wav,닭을 달구통에 넣어 두지 않으면 밤에 산짐승이 내려와가 물고 가 버립니다
st_set3_collectorgs213_speakergs2385_6_10.wav,어 삼신 할매한테 자슥들 공부 잘하고 가족들 건강하구로 잘 해달라고 빌었지요
st_set3_collectorgs198_speakergs1457_22_8.wav,요새 날씨가 가물어서 농새도 못 짓고 계속 집에만 이쓰니꺼네 정말 답답해
st_set3_collectorgs233_speakergs2287_33_11.wav,애놈드리 쌀을 다 빼뜨러 가 버리서 업스까네 맨날 꽁당 보리밥바께 못 먹었지요
st_set3_collectorgs183_speakergs3671_108_10.wav,전화를 하고 싶었는데 얘기하는 중간에 전화하러 나오기가 어려워가 집에 전화 못 핸니더
st_set3_collectorgs184_speakergs1157_37_7.wav,배미에 물리만 병원에 가야지 된장 같은 거 마음대로 바르만 큰일 남니더
st_set3_collectorgs183_speakergs2034_101_10.wav,저도 사돈 형처럼 잘 먹어야 근육도 붙고 힘도 생겨서 일을 잘하지로
st_set3_collectorgs185_speakergs2844_6_8.wav,삼신 할매한테 자식들 공부 잘하고 가족들 건강하고 잘 해달라고 빌었지
st_set3_collectorgs188_speakergs3012_28_5.wav,수술비가 한두 푼도 아인디 갑자기 이 돈 이바구를 하면 어쩌라는 말이고
st_set3_collectorgs219_speakergs3680_42_7.wav,태풍 때미네 바람이 씨게 부이까네 산사태가 날까 봐 잠을 한숨도 못 잔니더
st_set3_collectorgs233_speakergs4169_1_10.wav,둥가지로 쓸 나무는 또갈라가 저 저쪼 담장 밑에 쌓여 두만 됨니데이
st_set3_collectorgs164_speakergs1418_102_8.wav,오까시믈 짜를 때는 미리 선을 끈어 놓아야 쪽빠로 잘 자를 수 이써예
st_set3_collectorgs198_speakergs1457_79_9.wav,대지 잡을 때는 어른이 여럿 붙어야지요 안 그러모 힘드러가 못 잠니더
st_set3_collectorgs204_speakergs2275_62_12.wav,날이 더우면 소금을 쪼깨 여코 추우면 많이 넣고 그래야 맛이 제대로 납니더
st_set3_collectorgs184_speakergs1067_25_10.wav,처음 시집 왔을 때 생선국을 보고 이거 비렁내가 나가 우예 먹을지 걱정했니더
st_set3_collectorgs27_speakergs260_2_8.wav,수박은 큰 게 마싣다꼬 하는디 참외는 작은 게 더 맛있는 건교
st_set3_collectorgs212_speakergs1976_17_8.wav,다리도 아프고 날이 뜨거우이꺼네 저기 거렁지에서 잠시 쉬었다 갑시더
st_set3_collectorgs198_speakergs1457_5_9.wav,여유가 있는 사람들은 기아집 지을 때 보통 몇 칸짜리 집을 지어씀니꺼
st_set3_collectorgs184_speakergs1067_101_8.wav,소도 사람 맨치로 잘 미기야 근육도 붙고 심도 생겨서 일을 잘 하지로
st_set3_collectorgs187_speakergs3336_65_7.wav,여기는 전에 살던 데보다 시설도 좋고 애들 해꾜도 정말 가까바가 조아예
st_set3_collectorgs212_speakergs2931_101_7.wav,소도 사람 맨치로 잘 먹어야 근육도 붙고 힘도 생겨서 일을 잘 하지로
st_set3_collectorgs188_speakergs3012_21_6.wav,지진이 일나만 어떡 책상 밑으로 드러가가 멈출 때까지 지달려야 합니데이
st_set3_collectorgs183_speakergs2074_64_11.wav,담장은 납딱한 돌삐를 가지고 쭉 이아 맹글기도 하는디 다 그렇지는 안니더
st_set3_collectorgs187_speakergs3336_6_7.wav,삼신 할매한테 자슥들 공부 잘하고 가족들 건강하구로 해달라고 비럳찌로
st_set3_collectorgs212_speakergs2345_60_6.wav,일이 힘들어도 돈 벌이가 손주들 용돈이라도 줄 수 있으니까 좋지요
st_set3_collectorgs195_speakergs1950_32_8.wav,시아버님께서 옷 차리 입고 나가시면 사람들이 가다쟁이라꼬 마이 말씀하셨더니
st_set3_collectorgs198_speakergs2138_59_7.wav,알라가 놀이공원에 가자고 저렇게 짭치는디 바빠도 한 번은 가 보시더
st_set3_collectorgs183_speakergs1753_50_9.wav,상량하면 주인하고 일꾼들이 음식도 갈라 무꼬 술도 마시고 그랜니더
st_set3_collectorgs212_speakergs2345_9_5.wav,겨울에 먹을 채소나 과일을 같은 것은 어데 보관하능교
st_set3_collectorgs198_speakergs1537_55_9.wav,시아바님께서 늗께꺼정 안 드러오만 홀빈해가 불 켜놓고 밤새 기다리고 그랜니더
st_set3_collectorgs184_speakergs1157_26_10.wav,밀감이 너무 섀끄러워서 못 먹겠는데 냉장고에 다른 과일이 있으면 좀 내올래
st_set3_collectorgs161_speakergs1329_56_7.wav,날이 춥고 손도 시럽찌만 그래도 우리 일이니까 별로 피곤한 줄 모르겠습니다
st_set3_collectorgs184_speakergs1028_78_6.wav,시래기를 새끼에 말라놨다가 나중에 국 끼릴때 연가 먹으면 맛있어
st_set3_collectorgs212_speakergs2061_71_7.wav,코피가 안 멈추고 이러쿠럼 계속 나면 병원에 가봐야 되는 거 아닌교
st_set3_collectorgs200_speakergs2886_0_8.wav,친정동네하고 이 동네하고 차례지낼 때 상 채리는 건 뭐가 다름니껴
st_set3_collectorgs185_speakergs2084_105_9.wav,배추 한 포기 키아 보이까네 이렇게 힘드는데 어무이는 평생 어예 농사를 짓고 사란는공
st_set3_collectorgs204_speakergs2275_102_15.wav,옷가심을 짜를 때는 미리 선을 끟어 놓아야 쪽바리 잘 짜를 수 이써예
st_set3_collectorgs25_speakergs1706_73_11.wav,게오레는 주우적쌈 안에 소캐뭉치를 넣고 꼬매가 이벋니더
st_set3_collectorgs25_speakergs508_77_12.wav,여기는 시골이라 교통이 불편한데 공기도 맑고 경치가 참 좋아요
st_set3_collectorgs198_speakergs1457_18_11.wav,"도르깨가 꽤나 무거우니까니 허리 다칠 수 이쓰니까네 타작 털 때 살살 뚜드리래이
"
st_set3_collectorgs185_speakergs1905_38_7.wav,평생 농사만 지이까네 허리가 구버가 인자는 똑빠리 걸을 수가 없다
st_set3_collectorgs183_speakergs4250_87_9.wav,엘리베이터에 가두키만 우러그로 나올라꼬 하지 말고 비상벨을 눌러서 도움을 청하이소
st_set3_collectorgs233_speakergs3361_36_6.wav,너매 무시 구디가 어덴지 아는 사람들은 다른 집 무시를 빼가기도 해찌로
st_set3_collectorgs185_speakergs3819_3_6.wav,비단을 우예 짜는겨 그 과정을 말씀해 줄라는겨
st_set3_collectorgs233_speakergs2566_17_10.wav,다리도 아프고 날이 뜨거우니꺼네 저기 그렁지에서 잠시 쉬었다고 갑시더
st_set3_collectorgs185_speakergs1602_47_7.wav,된장국 끼리고 호박밥 해가 양념장으로 비비 무으만 달싸칸 게 마신니더
st_set3_collectorgs185_speakergs3651_66_8.wav,휴가 때만 되먼 사람들이 여개 놀러 와가지고 쓰레기를 버리니까네 지긋지긋하다
st_set3_collectorgs233_speakergs4243_32_17.wav,시아버님께서 옷 차려 입고 나가시면 사람들이 가다재이라고 많이 마이 말씀하시더
st_set3_collectorgs185_speakergs3651_90_7.wav,우리 며느리는 농사일을 잘 못해도 청소 하나는 정강시럽구로 잘 하니더
st_set3_collectorgs219_speakergs3642_80_8.wav,빨리 무그마 과식하게 되이꺼네 배고파도 찬찬히 드시는 기 좋습니다
st_set3_collectorgs183_speakergs2074_95_9.wav,오랫동안 한 동네에서 살았던 할매 인디 돌아가셨기에 매미 아프네예
st_set3_collectorgs188_speakergs2299_61_7.wav,이 구두 신은 지 오 년이 지나니깐 굽이 다 닳아서 이제는 버려야겠다
st_set3_collectorgs225_speakergs1738_101_7.wav,소도 사람멘치로 잘 미기야 근육도 붓고 힘도 생겨서 일을 자라지로
st_set3_collectorgs25_speakergs2815_10_13.wav,어깨가 뻐근한데 한디 얼음 찜질 좀 하구로 냉장고에 얼음 좀 꺼내 도래이
st_set3_collectorgs185_speakergs3207_43_8.wav,베를 짜다가 줄이 터지 삐면 끊어진 데를 마칼 다시 이사 짜야 합니다
st_set3_collectorgs201_speakergs2453_13_12.wav,제사를 안 모실 것 가트면 모리지만 제사를 모실 것 가트마 정성을 드려야 됨니더
st_set3_collectorgs212_speakergs2620_39_6.wav,닭을 달굴통에 넣어두지 않으면 밤에 산짐승이 내려와가 물고 가 삐림니더
st_set3_collectorgs200_speakergs2886_94_8.wav,가스레인지에 불 켜 나은 걸 이자삐리서 음식을 마카 태울 뻔핸니다이
st_set3_collectorgs27_speakergs260_51_7.wav,우리 어무이는 솜씨가 좋아서 옷도 잘 멩글고 음식도 맛깔나게 했습니다요
st_set3_collectorgs188_speakergs1262_86_8.wav,모기향을 피우만 화재 위험이 이쓰니꺼네 모구장을 쳐 놓고 주무시는 기 조아예
st_set3_collectorgs213_speakergs2385_15_10.wav,엔날에는 혼재 짐장을 핸는디 요즘은 힘드러가 동네 사람들하고 같이 함니더
st_set3_collectorgs219_speakergs3264_78_9.wav,시래기를 새끼에 엮어서 말렸다가 나중에 국 끓일 때 너어가 묵으면 마시써예
st_set3_collectorgs212_speakergs2931_92_7.wav,츠메는 형한테 화가 마이 난는디 이야기를 듣다 보이꺼네 이해가 데더라고예
st_set3_collectorgs185_speakergs1771_38_6.wav,평생을 농사만 지으니꺼네 허리가 구버가 인제는 똑바로 걸을 수가 엄는기라
st_set3_collectorgs188_speakergs3012_64_7.wav,담장은 납딱한 돌삐를 가지고 쭉 이 멩글어야 되는디 그렇지 않니더
st_set3_collectorgs184_speakergs1538_8_9.wav,베틀로 옷을 만드러가 입으셨다 하는디 옷 맹그는 과정을 알려주실랍니까
st_set3_collectorgs185_speakergs1602_24_7.wav,새옷 이브이꺼네 사람이 달라 비는데 전부텀 내가 옷 좀 사 입으라고 안 하든교 
st_set3_collectorgs212_speakergs2620_53_5.wav,지금 얼른 밥상부터 채릴 테이 꺼네 배가 고프더라도 조금만 차므이소
st_set3_collectorgs184_speakergs1157_29_7.wav,추식 때 차례 지내면서 조상한테 감사하다고 인사를 잘해야 할 텐데
st_set3_collectorgs212_speakergs2931_64_8.wav,담장은 납딱한 돌삐를 가지고 쭉 이어댕걸기도 하는데 다 그렇지는 안니더
st_set3_collectorgs183_speakergs1753_36_10.wav,남의 무시구디가 어딘지 아는 사람들은 다른 집 무시구디 빼가기도 했지요
st_set3_collectorgs233_speakergs2008_97_13.wav,집에 돌아와 보이꺼네 문이 열려 있고 뼈다지에 여어둔 돈이 전부 없어졌니더
st_set3_collectorgs233_speakergs3361_55_6.wav,시아버님께서 늗께까정 안 드러오만 홀빈해가 불 켜고 밤새 기다리고 그랟니더
st_set3_collectorgs25_speakergs508_5_11.wav,여유가 있는 사람들은 개와 집 지을 때 보통 몇 칸짜리 집을 지었습니까
st_set3_collectorgs233_speakergs2566_61_12.wav,이 구죽 시는 지 오 년이 지나니꺼네 굽이 다 딸가가 인자는 내비려야게따
st_set3_collectorgs219_speakergs2652_8_6.wav,비틀로 옷을 만드러가 입으셨다고 캔는데 옷 맹그는 과정을 알려주실램니꺼
st_set3_collectorgs161_speakergs1599_68_8.wav,여기는 촌구석이라서 병원에 가려고 하면 차를 타고 한참을 나가야 됩니다
st_set3_collectorgs183_speakergs3745_88_7.wav,스님이 시주하러 오마 마이는 못 드려도 쌀을 쪼매쓱 담아 드리고 그랜니더
st_set3_collectorgs233_speakergs4243_54_15.wav,소는 터래기가 까만 것도 있고 빨간 것도 인는디 그캐도 누런기 제일 만치로
st_set3_collectorgs212_speakergs3040_19_8.wav,옛날에는 특별한 간식이 없으니까 옥수수나 감자 같은 걸 먹고 그랬어요
st_set3_collectorgs213_speakergs3067_20_9.wav,여개까정 오시느라 욕받는디 시원한 냉수버텀 한 잔 드시소
st_set3_collectorgs183_speakergs1936_80_9.wav,빨리 묵으면 과식하게 되니께 배고파도 천천히 드시는 게 조씁니데이
st_set3_collectorgs184_speakergs1761_76_9.wav,지난주에 상추도 숭가 놓아쓰니꺼네 사월 초쯤 데마 무을 수 있을 껌니더
st_set3_collectorgs225_speakergs1738_53_7.wav,지금 얼른 밥상부터 채릴 테니꺼네 배가 고프더라도 쪼끔만 차므이소
st_set3_collectorgs184_speakergs1410_59_12.wav,알라가 놀이공원에 가자고 저렇게 짭치는디 바빠도 한번 가 봐야제
st_set3_collectorgs233_speakergs2287_60_9.wav,일이 힘들어도 돈 벌이가 손주들 용돈이라도 줄 수 인니께 조치로
st_set3_collectorgs161_speakergs1599_33_9.wav,왜놈들이 사를 다 뺏어가 버려서 없으니까 매일 꽁고리밖에 못 먹었지
st_set3_collectorgs198_speakergs1457_67_9.wav,오늘 비가 올 것 같은 께네 우산 챙겨가고 이아삐리 말고 단디 챙겨 온나
st_set3_collectorgs187_speakergs3041_87_10.wav,에리베이터에 가두기만 우러그로 나올라꼬 하지 말고 비상벨을 잘 눌 눌질러서 도움을 청하이소
st_set3_collectorgs198_speakergs2138_4_8.wav,마을 모숨구는 날에는 사람들이 같이 이게저게 다니면서 품앗이를 함미더
st_set3_collectorgs212_speakergs2419_95_8.wav,오랫동안 한 동네에서 살았던 할머니인디 돌아가시니꺼니 매미 아프네요
st_set3_collectorgs218_speakergs2350_72_8.wav,요새는 예물도 마이 하지만 옛날에는 우리 결혼할 때는 생각도 못했더니
st_set3_collectorgs213_speakergs2568_44_11.wav,동네에서 무신 사고라도 생기만 마을 사람들이 구째이 불러가 굿하고 그랟심더
st_set3_collectorgs233_speakergs4243_102_14.wav,옫까시믈 짜를 때는 미리 선을 끄어 놓아서 쪽빠리 잘 자를 수 이써예
st_set3_collectorgs185_speakergs3716_22_7.wav,요새 날씨가 가물어서 농사도 못 짓고 계속 집에만 이쓰이꺼네 정말 답답하네
st_set3_collectorgs198_speakergs1457_105_9.wav,배치 한 포기 키우는 것도 이러쿠롬 힘든디 어머니는 우예 평생 농사를 짓고 사랃슬라
st_set3_collectorgs233_speakergs2998_93_14.wav,삼비는 하루 저녁이지만 마이 짜는디 맹주는 촘초매가 암만 짜도 마이 몬 짜예
st_set3_collectorgs185_speakergs2084_18_9.wav,도리깨가 꽤나 무거워 가지고 허리 다칠 수 있으니까 타작 털 때 살살 두드려레이
st_set3_collectorgs164_speakergs1572_60_9.wav,일이 힘들어도 돈 벌이가 손주들 용돈이라도 줄 수 이쓰니께 조치로
st_set3_collectorgs161_speakergs1329_98_9.wav,아들 오늘 중요한 시험 보니까 이 갱엿하고 찹쌀떡하고 먹고 힘내서 시험 잘 봐라
st_set3_collectorgs27_speakergs260_81_10.wav,비가 많이 오면 축대부터 살피고 위험하다 싶으면은 퍼뜩 집에서 나와야 함니더
st_set3_collectorgs195_speakergs1277_60_9.wav,일이 힘들어도 돈 벌이가 손주들 용돈이라도 줄 수 있으이까네 좋지로 
st_set3_collectorgs233_speakergs4243_35_13.wav,이머리 갖다 놓고 굿판 벌리만 동네 사람들 쭉 와가 기겡도 하고 그랬슴네더
st_set3_collectorgs188_speakergs2855_32_9.wav,시아바님께서 옷 차려입고 나가시만 사람들이 가다재이라꼬 마이 말씀하션니더
st_set3_collectorgs184_speakergs1410_96_10.wav,혈압약은 시간을 맞춰서 챙겨 묵어야지 안 그라모 효과가 없다.
st_set3_collectorgs185_speakergs2084_43_8.wav,배를 짜다가 줄이 터져버리면 끊어진 데를 모두 이어서 다시 배를 짜야 한다
st_set3_collectorgs218_speakergs2350_3_7.wav,비단을 우예 짜는지 그 과정을 한번 좀 말씀해 주실 랍미까
st_set3_collectorgs218_speakergs2350_83_10.wav,드르믄 살찌기 데치가 무쳐 무끼도 하고 꽁치장에 찍어 먹기도 했어요
st_set3_collectorgs212_speakergs2061_19_11.wav,옛날에는 특별한 간식이 업쓰니께 오깽이나 감자 같은 걸 먹고 그래떼이
st_set3_collectorgs185_speakergs2007_70_11.wav,알라가 어제부터 열이 안 떨어지는데 알라가 큰일 나는 거 아니겠지 모르겠다
st_set3_collectorgs185_speakergs3716_79_6.wav,돼지 잡을 때는 어른이 여럿 붙여야지 안 그라모 힘들어 못 잡니다
st_set3_collectorgs25_speakergs508_104_10.wav,우리 며느리는 자식들 잘 챙기고 착해서 내가 얼마나 자랑을 하고 다닌다꼬
st_set3_collectorgs183_speakergs1458_109_9.wav,어무이 지금 차 타고 장에 갈라고 하는데 혹시 엄내로 나가시면 태워 드릴까요
st_set3_collectorgs161_speakergs1329_67_5.wav,오늘 비가 올 것 같으니까 우산 챙겨 가지고 잊어버리지 말고 잘 챙겨 와라
st_set3_collectorgs212_speakergs2176_54_8.wav,솜은 트레기 까만 것도 있고 빨간 것도 읻는디 그캐도 누른 기 제일 만치러
st_set3_collectorgs201_speakergs2294_4_14.wav,마을 모 숨구는 날에는 사람들이 같이 여기저기 다니면서 푸마시 하니더
st_set3_collectorgs225_speakergs1738_75_6.wav,이부지 좀 시끄러버도 사이가 불편해질까 봐 고마 참고 살읍니다
st_set3_collectorgs184_speakergs1761_50_8.wav,상랑하만 쥐인하고 일꾼들이 음식도 농갈라 묵꼬 술도 마시고 그랜니더 
st_set3_collectorgs185_speakergs1602_59_7.wav,알라가 놀이공원 가자꼬 저렇게 짭치는데 바빠도 한 번은 가 보시더
st_set3_collectorgs185_speakergs3651_78_8.wav,시래기를 새끼에 엮어서 말려 놨다가 난중에 국 끓일 때 여가 무그면 마싣떼이
st_set3_collectorgs187_speakergs1008_74_7.wav,지금 안개도 짙고 파도가 노파가 배가 만개 못 댕긴다고 하데예
st_set3_collectorgs183_speakergs4410_13_10.wav,지사를 안 모실 것 같으만 모리지만 지사를 모실 것 같으만 정성을 드려야 하니더
st_set3_collectorgs25_speakergs1706_28_14.wav,수술비가 한두 푼이 아닌디 갑째기 돈 돈 이바구를 하믄 어쩌란 마리가
st_set3_collectorgs184_speakergs1157_54_7.wav,소는 트레기 까만 것도 있고 빨간 것도 인는디 그게 또 누런 기 제일 많지요
st_set3_collectorgs198_speakergs1332_15_14.wav,옛날에는 혼재 짐장을 했는디 요즘은 힘들어가 동네 사람들하고 겉이
